id,feature1,feature2,time
303,92,14,0.6797421755640921
304,28,78,0.2890410823050906
305,80,96,0.5327677568746167
306,17,52,0.3081025482441144
307,33,35,0.5873249846655831
308,74,16,0.17894042903014362
309,65,82,0.1316502312579616
310,9,24,0.41943169505498723
311,90,84,0.08968168193672466
312,14,38,0.07733466840064351
313,88,69,0.8938059369899874
314,59,79,0.6286645783591033
315,17,71,0.9207534139427846
316,61,12,0.9809360536793482
317,9,7,0.35743128168454774
318,69,90,0.39371667376481534
319,79,68,0.7948661704771596
320,55,29,0.9823556174153708
321,56,52,0.6522825479071863
322,92,92,0.008850886643935518
323,73,32,0.7970228244083839
324,23,61,0.9362815048668612
325,92,88,0.4694179886229729
326,56,95,0.555254294693162
327,64,70,0.10861634485117255
328,16,47,0.8192196773932534
329,88,8,0.8913655565159286
330,26,76,0.5017718196328994
331,38,97,0.4058819871286211
332,32,86,0.6722476445483924
333,65,5,0.09640978846354353
334,26,1,0.012116819430703085
335,70,85,0.4387418665495306
336,24,70,0.02080482539952877
337,62,34,0.662647430741928
338,99,43,0.6156539793815831
339,68,62,0.13018127368592425
340,89,38,0.2997676348928018
341,45,9,0.9237696621946915
342,97,14,0.6565709817826123
343,48,16,0.9289123122717683
344,80,74,0.8818877482532913
345,33,9,0.3851197739003761
346,17,14,0.2969105848641338
347,90,12,0.20459325098354986
348,42,40,0.7716838851600424
349,32,55,0.5225581889474634
350,27,86,0.5517381070150472
351,20,39,0.8785797017256297
352,6,72,0.9267718088731497
353,77,14,0.768533359972756
354,95,53,0.9718726385316535
355,45,1,0.4842831089879911
356,3,74,0.4088917482750086
357,52,91,0.8499411020033425
358,62,58,0.37447815779764304
359,77,8,0.8474492743545816
360,9,38,0.08110130690002004
361,43,26,0.46795448193260625
362,97,39,0.9109055258873283
363,55,37,0.4098224759203859
364,50,83,0.5520997417814666
365,35,86,0.4921446241052899
366,13,32,0.6843797235473474
367,49,62,0.6885438103287842
368,3,24,0.7159330063867257
369,85,20,0.1618694568371677
370,59,6,0.11251806433394163
371,4,87,0.6699445196649348
372,37,59,0.8635915632897575
373,43,85,0.4826586334178281
374,18,57,0.9239967073407955
375,28,29,0.44250431630571563
376,76,31,0.7534234138361535
377,6,20,0.35752045128657284
378,98,55,0.8061769742467926
379,6,5,0.7263964962730836
380,75,73,0.9001631377821994
381,17,19,0.4167471494932413
382,71,84,0.8349320627564291
383,3,44,0.6657196978576487
384,91,89,0.7307160265206728
385,85,53,0.04894816368799193
386,32,43,0.11073608377354383
387,49,5,0.35578685094840157
388,28,73,0.9999283079847725
389,12,38,0.08059700390292546
390,86,52,0.7670809288278102
391,56,56,0.6902323588067015
392,57,49,0.9272981855010929
393,40,34,0.9667595224121073
394,70,30,0.5492856575771901
395,37,74,0.5838491021519954
396,89,79,0.5991881355287666
397,34,2,0.9353459540370314
398,51,90,0.25133780986672927
399,80,20,0.50700917988275
400,32,14,0.1650651067867226
401,53,79,0.029939323670314155
402,26,1,0.7347460312129196
403,20,41,0.13871827952529603
404,81,48,0.9701854478175154
405,51,99,0.7412993287237593
406,46,61,0.703583565202042
407,51,57,0.21930912199686736
408,33,92,0.4681581911309741
409,1,11,0.9778557801804956
410,87,74,0.6145729334783376
411,34,79,0.5624114427809891
412,90,93,0.7542971172780241
413,21,12,0.8880457104984485
414,50,10,0.5351519540207946
415,40,14,0.10941062476993335
416,59,15,0.9096095166213509
417,6,60,0.8040234623307209
418,8,16,0.8701284217506161
419,0,24,0.5859266561547313
420,84,11,0.3395521002089158
421,10,69,0.027495734979004705
422,66,40,0.1364512185662814
423,93,19,0.834413204527605
424,5,51,0.26681170770438956
425,69,0,0.6528229824763188
426,9,22,0.14147218437436337
427,16,35,0.3281194052436994
428,6,23,0.7868991955984117
429,18,77,0.5794263344343644
430,77,64,0.8244505667871165
431,99,26,0.04384244929370462
432,80,99,0.30965538055213226
433,76,87,0.6169479982490026
434,74,71,0.9251950328099325
435,33,17,0.18227807946370223
436,30,95,0.9173075016785416
437,43,95,0.18667099509508722
438,95,37,0.02375681076543179
439,13,57,0.1396353937531778
440,46,82,0.5752298966224059
441,51,29,0.4887949442724896
442,59,32,0.13242650403375067
443,2,89,0.5488520138742535
444,67,73,0.00526043006883925
445,65,96,0.44085777205637444
446,64,35,0.7163830922939376
447,9,15,0.5497444963967094
448,80,0,0.3473661338074525
449,40,87,0.19139979896100778
450,61,64,0.9015100560088152
451,11,81,0.6082357337302382
452,69,77,0.006490638957206363
453,79,87,0.023654226521114707
454,98,88,0.9471794888623913
455,55,20,0.4865351350072268
456,48,91,0.2329454750291714
457,59,39,0.9065840697377372
458,44,14,0.3080180411044203
459,59,7,0.7993119975619808
460,89,43,0.9283132157336776
461,55,13,0.7902732812567924
462,0,28,0.8832503579199358
463,38,95,0.8270651728924959
464,95,52,0.49887675230253037
465,87,98,0.24826351184000217
466,35,17,0.4039846267017366
467,27,89,0.041672290619556684
468,93,68,0.8955613707040082
469,2,99,0.6154521431871456
470,19,91,0.9723046566669395
471,5,97,0.9664784621027194
472,51,11,0.1649970623317213
473,17,39,0.5731248789231854
474,55,69,0.12446133540325155
475,71,78,0.07463264928323743
476,8,83,0.02244689164734659
477,73,50,0.7379063009440792
478,61,97,0.9035987296480132
479,33,33,0.49795862043933814
480,13,10,0.3044033421655875
481,93,13,0.7911977985845422
482,46,34,0.03340048279352792
483,57,34,0.8544112082783403
484,59,99,0.8486438394651022
485,78,37,0.3276204197175122
486,26,47,0.26153058898114034
487,14,80,0.7427744824366656
488,76,19,0.6927242701650641
489,34,52,0.29919235674877165
490,52,51,0.4874617858109682
491,47,70,0.9575920263315935
492,86,95,0.7877669944754221
493,85,80,0.09030323341692592
494,23,3,0.8887377254765012
495,76,46,0.392816303901921
496,30,66,0.32672142718397157
497,59,82,0.272824567978044
498,60,82,0.02843889880727135
499,46,39,0.3900698885952102
500,16,60,0.33304465192450716
501,11,74,0.028227088569978465
502,33,94,0.5494781654471015
503,58,86,0.9541235286941209
504,32,75,0.770735564506404
505,70,6,0.24248371742669972
506,75,93,0.6463287253935183
507,40,92,0.772112529885365
508,86,52,0.49941309430978986
509,25,3,0.47389039243345277
510,7,0,0.7002752763935112
511,13,64,0.6927028114476608
512,57,54,0.9998345001759302
513,93,91,0.019093817728113582
514,55,69,0.09952402037137897
515,93,88,0.07016819642688998
516,33,30,0.7527177537162957
517,82,79,0.25467890762982115
518,37,10,0.07287212577656632
519,30,11,0.45123134075341753
520,67,95,0.5735174446071332
521,13,98,0.35850805460298485
522,41,20,0.7812742517606182
523,64,48,0.6647275333737
524,76,34,0.19449233820300083
525,37,85,0.6699162309561706
526,27,10,0.060613498101438346
527,72,78,0.16690479900399902
528,73,50,0.5299395070756283
529,47,77,0.8861361068738444
530,46,91,0.7945280672420371
531,28,83,0.8038094076486976
532,84,53,0.667983134650812
533,19,4,0.12380164171484209
534,52,51,0.9606471601175831
535,56,35,0.5768357841152266
536,5,63,0.5137411639767555
537,43,83,0.81447919327887
538,40,49,0.54075382734328
539,43,77,0.3996115327303079
540,31,86,0.8640178811012563
541,61,0,0.08627327151900854
542,96,41,0.008568479865279532
543,55,27,0.5332247103363066
544,18,76,0.4108178222443776
545,88,19,0.07173268855461612
546,83,46,0.25084826828027484
547,45,18,0.12466883080176261
548,10,79,0.4207101191695449
549,60,87,0.7200322833609467
550,99,49,0.5130092898782659
551,99,25,0.6818805717423125
552,1,80,0.9246040153656765
553,33,20,0.8420535345762135
554,88,29,0.47334233687944294
555,17,41,0.8811230832461769
556,77,7,0.2163632868805646
557,56,92,0.7020551337333331
558,12,26,0.12286882569326762
559,29,57,0.2183030102025031
560,26,21,0.13262943018168216
561,75,21,0.7507200815916202
562,30,38,0.6962907349116292
563,34,94,0.8349951090144505
564,62,36,0.5175328498751234
565,66,30,0.5240900849822724
566,79,41,0.31244731954882565
567,29,21,0.9425280089752072
568,92,81,0.30033634824351463
569,42,76,0.8961260577193204
570,53,62,0.729025639808058
571,19,76,0.19902304125135073
572,86,7,0.3890594925538782
573,40,6,0.9948750642224783
574,21,88,0.7374837624117702
575,69,16,0.0030066635547378873
576,54,25,0.5817245209278478
577,61,82,0.43526586094389497
578,70,83,0.48905928629610806
579,97,56,0.691298838938871
580,78,36,0.0009557534371663623
581,37,81,0.5705751121671985
582,33,2,0.17248565672847438
583,8,69,0.6027882056468651
584,32,36,0.5303442378169212
585,39,51,0.8070614863384611
586,74,7,0.18683742223245225
587,45,93,0.4858297301491745
588,11,29,0.6070071047159143
589,70,21,0.2650267144567563
590,71,79,0.7547529592752726
591,30,0,0.25812776655912717
592,12,32,0.33741780794291865
593,68,10,0.49621620242000264
594,98,0,0.09176250014376797
595,17,66,0.9615881394936813
596,19,85,0.42204150283826014
597,83,98,0.8423601475877402
598,69,53,0.6922174777144364
599,19,21,0.012387364892512687
600,48,98,0.4732019431421277
601,7,98,0.46388840888373695
602,85,80,0.9678920196780154
603,82,15,0.8953348138600298
604,28,94,0.4974583353564682
605,33,41,0.6723738494259595
606,64,47,0.19868743118344523
607,92,61,0.548551635211294
608,91,72,0.6798629151976654
609,66,36,0.30785684843082906
610,28,27,0.2747034602352867
611,83,52,0.017274278827112854
612,39,84,0.48425885600824925
613,46,37,0.8133322774978228
614,54,48,0.5696995833837766
615,58,83,0.6038561192491498
616,32,11,0.4259418250823681
617,22,9,0.8077645000578316
618,62,26,0.5975647999113674
619,50,62,0.1939089611624818
620,48,81,0.13094854152177815
621,81,17,0.2500128027641474
622,79,74,0.166951442614638
623,83,80,0.5294066758309716
624,26,22,0.23717255493466016
625,4,67,0.45247690250350403
626,84,24,0.928800380735846
627,97,29,0.657731572278974
628,8,67,0.4637544964580871
629,84,24,0.6242784649960269
630,2,61,0.9577533444311244
631,20,82,0.13993923859498503
632,41,47,0.18860082862216865
633,37,16,0.35504400774852785
634,84,25,0.061857034412539424
635,98,51,0.8465747825366272
636,54,7,0.06353406905629111
637,71,94,0.40872659045844184
638,12,93,0.48399036584645194
639,18,99,0.08889949570006406
640,84,38,0.9726803059979123
641,91,80,0.08345844524886692
642,8,99,0.13089656531795146
643,38,91,0.6213164168023075
644,60,1,0.0019378314825617693
645,64,64,0.9966088218468593
646,10,55,0.19168351630680125
647,32,60,0.8778345282341259
648,50,60,0.22600355712271925
649,49,97,0.3456612299311138
650,17,74,0.8789760895192603
651,89,86,0.10169159816240025
652,52,32,0.30710846948600057
653,6,53,0.06921406552197584
654,22,70,0.6863924548037988
655,64,20,0.0748898863312899
656,16,46,0.630170049672038
657,12,86,0.00014459455822002365
658,69,71,0.5767000378542734
659,46,29,0.16077513352468487
660,80,50,0.4740382075962758
661,9,11,0.007075322196880451
662,59,99,0.41129252149707773
663,77,29,0.9437021445692788
664,59,90,0.4415178886092239
665,69,13,0.19163342858518784
666,73,70,0.7920765434009593
667,68,6,0.9113159673408102
668,17,95,0.8258902164062433
669,51,61,0.3598407974128388
670,93,96,0.8741257929709227
671,21,11,0.8276914964042842
672,27,22,0.5359958232018436
673,89,92,0.6717555501253702
674,29,94,0.38968296972960437
675,39,1,0.5181283686710751
676,26,30,0.5665742769661182
677,34,40,0.973630533167283
678,78,73,0.193682878300382
679,99,9,0.8782878984059745
680,14,9,0.2404498946062058
681,9,12,0.8620399839304734
682,64,54,0.7301729266105504
683,34,84,0.07645428252690745
684,39,19,0.4478584663865953
685,52,72,0.4721540917262981
686,98,71,0.6449074524255004
687,15,71,0.9466613048324655
688,36,64,0.4218130061010905
689,9,97,0.43905039119603595
690,56,84,0.4451440497907754
691,17,26,0.639391123868295
692,38,56,0.32311980923347794
693,59,66,0.06474001349355929
694,71,17,0.27289056087304475
695,80,55,0.9604583289394795
696,97,16,0.07237914643537335
697,76,13,0.8810737231101627
698,89,67,0.8323495308932074
699,29,26,0.5187467730080488
700,4,89,0.7755824588609255
701,88,61,0.8140767751706306
702,12,37,0.8773895464286329
703,27,79,0.8106555313826357
704,20,77,0.11853555939152904
705,66,35,0.00914645859412233
706,81,8,0.4724895693326645
707,27,89,0.3817488472378099
708,26,81,0.6666522317321094
709,86,17,0.06791338888911969
710,63,31,0.8898136483682609
711,84,17,0.16930668013810535
712,67,59,0.9014971884731435
713,13,6,0.4950733073357826
714,14,7,0.45334187475384613
715,83,77,0.7052748906654729
716,18,70,0.05000665207864863
717,3,99,0.5182418459186863
718,78,75,0.009313117134519988
719,86,40,0.8214659340768256
720,69,68,0.645070917204432
721,82,15,0.754237476844232
722,34,33,0.6502972157687749
723,45,8,0.8883544267887924
724,75,48,0.6479876712836131
725,0,31,0.5051912392177471
726,88,70,0.12979085646823674
727,4,21,0.9004493273222697
728,92,17,0.008203316259284055
729,94,37,0.37467536009789293
730,89,46,0.9449236050028715
731,78,5,0.9904201055443579
732,37,29,0.6825973415650542
733,55,65,0.3100980622965914
734,15,39,0.4286649291094161
735,52,10,0.6741044532409877
736,75,31,0.28284886100868323
737,39,27,0.44128614390814913
738,72,32,0.987746601144485
739,79,49,0.607168617406417
740,46,2,0.688259969100017
741,39,2,0.3416533517187714
742,0,16,0.9741797049568917
743,26,75,0.017702677327114835
744,27,51,0.0571086242447304
745,81,28,0.3982604007218964
746,32,34,0.2274482287563656
747,81,52,0.09736700542074361
748,21,74,0.04798415574371362
749,76,12,0.0018045595425454364
750,89,48,0.8791030717335954
751,43,84,0.5477890733213949
752,59,63,0.7754436209498075
753,9,50,0.7707293331799409
754,28,80,0.635260065125309
755,73,22,0.6878997191892697
756,87,78,0.2765467674169415
757,99,50,0.2386612063993837
758,35,33,0.4739312982243915
759,47,89,0.7838555965268683
760,11,24,0.6028581516815746
761,53,88,0.7615025999103098
762,93,15,0.014767999748410143
763,80,39,0.0803276028442278
764,5,7,0.019824453553709542
765,51,78,0.024632219651878562
766,55,62,0.011074246250915243
767,88,53,0.5845723557181717
768,65,56,0.23302971812935935
769,87,56,0.21206250847489438
770,51,24,0.6785892585375933
771,87,87,0.9419297505745218
772,81,26,0.2318712407540635
773,63,20,0.05430150316636029
774,90,64,0.12130226266953947
775,45,84,0.8901797706556046
776,52,99,0.5456363991109038
777,88,76,0.008910842455707835
778,65,36,0.26590377829902523
779,67,94,0.5946002668172192
780,22,7,0.41564463538688357
781,28,7,0.07328860317462327
782,2,97,0.5013803434539741
783,60,9,0.7758358268097763
784,58,13,0.8985786283734413
785,94,0,0.2844051845578556
786,78,55,0.2984837942591053
787,9,41,0.6674236486249213
788,18,54,0.2512089753250226
789,77,60,0.8260147249706329
790,85,0,0.051231535417386787
791,38,46,0.9453175839377207
792,67,36,0.5737728604222391
793,59,96,0.3695694877579577
794,2,99,0.15679388525899263
795,65,52,0.6687615258830917
796,65,91,0.9259775988616605
797,25,42,0.9717374947752682
798,69,4,0.8116652315890163
799,33,95,0.13032410936369276
800,52,39,0.41211269588051513
801,74,29,0.9343389087066333
802,62,21,0.47259811716723
803,66,41,0.8224157874563062
804,83,45,0.5027918346805487
805,23,36,0.01806112022917883
806,77,24,0.6078513080669613
807,34,37,0.5666685014447589
808,44,6,0.827202735965098
809,75,35,0.11007824807185296
810,0,36,0.32377981033266445
811,80,36,0.867399423241716
812,99,59,0.4602082305109757
813,18,12,0.6364466094169117
814,81,33,0.3344670820570975
815,28,85,0.7464498769124916
816,8,83,0.8391217978092324
817,83,68,0.972576171163965
818,16,58,0.3038326660168389
819,12,17,0.8159625307964614
820,63,47,0.7232530251693146
821,68,52,0.15831340080656375
822,34,84,0.6034716529906533
823,35,17,0.25399000649750836
824,7,26,0.7555112937517122
825,85,86,0.5549705501068662
826,70,80,0.4940119046892002
827,37,5,0.6083590438441727
828,55,20,0.08217267834536246
829,15,98,0.27285052508696606
830,78,41,0.9002320527084625
831,14,34,0.5694888772016748
832,95,63,0.6290987329350912
833,35,95,0.6627433945805478
834,2,61,0.8838992183188882
835,55,51,0.6809546058476245
836,7,58,0.890914904509784
837,34,34,0.8679825331456041
838,98,23,0.5965328713867153
839,50,10,0.36636577468640696
840,33,15,0.71539048541583
841,85,48,0.34600112932275806
842,25,41,0.13687712451908074
843,56,17,0.3874906318272089
844,79,58,0.32033395246309837
845,63,59,0.36430888346577794
846,14,7,0.14362281918381903
847,31,1,0.6332139562184995
848,78,7,0.7294962522715307
849,64,71,0.8921268855046922
850,49,3,0.6380068613306812
851,25,91,0.8775701855540462
852,52,11,0.8374754913392689
853,28,21,0.8281339368179067
854,11,14,0.8477401232003231
855,22,84,0.0910221545106864
856,31,52,0.05179109481771027
857,37,29,0.713196995443607
858,35,93,0.44851957881674254
859,14,2,0.48827650616429075
860,94,4,0.48485923912385565
861,28,49,0.5244758388966543
862,95,85,0.23462417105104783
863,93,0,0.29318231528069383
864,14,5,0.5048517843938518
865,86,62,0.9264487661668924
866,91,3,0.9940059804673498
867,20,78,0.9881006973436963
868,61,23,0.9319957106820342
869,59,99,0.47209701372722546
870,75,16,0.9379675417013781
871,12,33,0.14166922390057057
872,44,38,0.2754838183556533
873,99,8,0.8874140068735155
874,41,1,0.1472702005666815
875,56,17,0.6471356492025743
876,19,1,0.38404091510785776
877,9,32,0.478557026273179
878,26,98,0.7955891708009027
879,36,83,0.6321534160284257
880,70,14,0.6025608432888315
881,24,89,0.985999109518684
882,71,97,0.37990033398558953
883,32,12,0.5814565865174316
884,90,84,0.1243448239738949
885,5,81,0.9942661384427145
886,35,15,0.30077076487297116
887,66,21,0.9696330301446118
888,99,44,0.11868075905182351
889,74,11,0.5022644135110137
890,42,29,0.9368547343002543
891,81,63,0.9766408472075022
892,0,61,0.5155705211353094
893,4,91,0.4731362311119548
894,95,86,0.21290986808623424
895,12,1,0.5502272348035353
896,34,29,0.042589360970457735
897,15,81,0.7692172498880796
898,60,50,0.914276414361001
899,40,41,0.6332046221826075
900,80,95,0.67457424773304
901,12,8,0.8920876079011085
902,78,41,0.11602430419276744
903,14,96,0.13959651494494363
904,90,49,0.4742620681205296
905,68,18,0.57829278651729
906,3,51,0.4467519919772509
907,97,7,0.2208050269864319
908,24,11,0.4185594326231914
909,61,52,0.12049349226637429
910,81,43,0.3449664199660354
911,30,9,0.19751483540187886
912,64,68,0.24720472394336201
913,28,23,0.55117311916466
914,31,27,0.7911461721560514
915,8,73,0.9186182957219682
916,61,27,0.6492576279671611
917,93,59,0.3405738913212456
918,95,77,0.9705354612233728
919,64,64,0.10524664606792378
920,19,86,0.542412169250091
921,26,10,0.019307193284610502
922,33,6,0.7511587601049298
923,79,41,0.9976943531411571
924,47,76,0.1571836234330488
925,11,23,0.9455722525802811
926,42,85,0.547053614287645
927,64,76,0.5918006577752899
928,31,86,0.9705447474517862
929,67,41,0.316871794364722
930,47,46,0.5926502571916458
931,6,26,0.10062801631412399
932,84,6,0.913970655047411
933,4,80,0.18474475569613658
934,49,98,0.31689130205425065
