id,counts
547,2
548,3
549,0
550,3
551,3
552,5
553,2
554,5
555,2
556,3
557,3
558,2
559,3
560,2
561,3
562,4
563,7
564,3
565,2
566,3
567,0
568,6
569,2
570,3
571,0
572,4
573,5
574,1
575,0
576,5
577,1
578,3
579,5
580,0
581,1
582,3
583,7
584,1
585,5
586,1
587,2
588,1
589,3
590,5
591,3
592,5
593,3
594,0
595,5
596,2
597,4
598,4
599,0
600,3
601,1
602,5
603,3
604,2
605,3
606,3
607,2
608,2
609,3
610,2
611,0
612,7
613,2
614,6
615,2
616,2
617,3
618,2
619,3
620,1
621,0
622,0
623,3
624,0
625,0
626,5
627,2
628,3
629,0
630,6
631,0
632,1
633,5
634,1
635,1
636,1
637,5
638,2
639,2
640,2
641,0
642,1
643,2
644,0
645,1
646,1
647,1
648,3
649,3
650,4
651,2
652,5
653,1
654,2
655,1
656,0
657,0
658,4
659,2
660,1
661,0
662,2
663,2
664,2
665,2
666,0
667,1
668,8
669,2
670,3
671,4
672,4
673,2
674,6
675,5
676,5
677,3
678,4
679,1
680,1
681,5
682,1
683,1
684,4
685,3
686,5
687,5
688,4
689,2
690,5
691,3
692,0
693,0
694,2
695,1
696,1
697,4
698,6
699,4
700,5
701,4
702,5
703,4
704,1
705,0
706,2
707,2
708,3
709,2
710,2
711,1
712,0
713,2
714,2
715,5
716,0
717,2
718,0
719,2
720,4
721,4
722,4
723,4
724,1
725,3
726,2
727,3
728,0
729,2
730,1
731,1
732,4
733,1
734,2
735,1
736,3
737,3
738,3
739,1
740,1
741,3
742,4
743,1
744,0
745,4
746,0
747,1
748,1
749,0
750,2
751,1
752,4
753,1
754,0
755,1
756,2
757,2
758,4
759,2
760,2
761,2
762,0
763,1
764,0
765,0
766,0
767,3
768,4
769,3
770,4
771,0
772,2
773,0
774,0
775,0
776,2
777,0
778,1
779,4
780,2
781,1
782,3
783,3
784,2
785,2
786,5
787,4
788,3
789,2
790,0
791,4
792,4
793,1
794,0
795,3
796,4
797,4
798,1
799,0
800,3
801,2
802,2
803,4
804,2
805,0
806,0
807,5
808,2
809,0
810,3
811,2
812,2
813,6
814,1
815,1
816,0
817,1
818,5
819,4
820,2
821,3
822,1
823,3
824,4
825,1
826,1
827,4
828,1
829,1
830,5
831,3
832,0
833,0
834,5
835,4
836,4
837,6
838,2
839,4
840,2
841,1
842,0
843,2
844,5
845,1
846,2
847,7
848,0
849,1
850,4
851,1
852,2
853,3
854,4
855,0
856,0
857,6
858,4
859,4
860,3
861,4
862,3
863,0
864,6
865,2
866,4
867,4
868,3
869,3
870,2
871,1
872,4
873,3
874,1
875,2
876,3
877,3
878,3
879,4
880,3
881,3
882,1
883,4
884,1
885,3
886,1
887,1
888,1
889,3
890,4
891,1
892,1
893,6
894,2
895,6
896,0
897,3
898,4
899,3
900,3
901,5
902,2
903,0
904,6
905,4
906,4
907,3
908,4
909,1
910,2
911,2
912,3
913,2
914,2
915,3
916,2
917,0
918,2
919,1
920,1
921,0
922,3
923,5
924,3
925,5
926,1
927,5
928,4
929,2
930,4
931,0
932,2
933,4
934,2
935,2
936,6
937,3
938,7
939,1
940,6
941,0
942,0
943,4
944,4
945,2
946,0
947,2
948,4
949,2
950,1
951,4
952,2
953,0
954,2
955,3
956,2
957,2
958,1
959,4
960,3
961,2
962,3
963,3
964,5
965,2
966,4
967,1
968,2
969,1
970,2
971,4
972,0
973,5
974,3
975,1
976,0
977,0
978,0
979,3
980,3
981,2
982,5
983,4
984,6
985,3
986,1
987,1
988,7
989,2
990,2
991,3
992,3
993,0
994,1
995,3
996,3
997,2
998,4
999,2
1000,3
1001,3
1002,1
1003,6
1004,4
1005,7
1006,0
1007,2
1008,0
1009,3
1010,5
1011,4
1012,4
1013,4
1014,7
1015,4
1016,3
1017,1
1018,2
1019,5
1020,1
1021,1
1022,0
1023,0
1024,2
1025,4
1026,1
1027,4
1028,3
1029,3
1030,4
1031,1
1032,0
1033,3
1034,3
1035,5
1036,1
1037,1
1038,5
1039,5
1040,5
1041,1
1042,2
1043,2
1044,3
1045,2
1046,1
1047,8
1048,3
1049,2
1050,3
1051,6
1052,5
1053,3
1054,4
1055,4
1056,2
1057,3
1058,2
1059,1
1060,7
1061,3
1062,1
1063,3
1064,1
1065,2
1066,5
1067,2
1068,2
1069,3
1070,3
1071,1
1072,3
1073,4
1074,1
1075,2
1076,3
1077,4
1078,2
1079,4
1080,0
1081,3
1082,8
1083,2
1084,5
1085,5
1086,3
1087,4
1088,1
1089,2
1090,1
1091,3
1092,0
1093,2
1094,2
1095,3
1096,0
1097,2
1098,3
1099,6
1100,6
1101,3
1102,2
1103,5
1104,2
1105,3
1106,3
1107,7
1108,3
1109,3
1110,5
1111,3
1112,2
1113,8
1114,1
1115,2
1116,1
1117,1
1118,4
1119,2
1120,3
1121,6
1122,2
1123,3
1124,2
1125,6
1126,6
1127,3
1128,3
1129,7
1130,0
1131,2
1132,4
1133,2
1134,1
1135,0
1136,4
1137,2
1138,1
1139,5
1140,3
1141,0
1142,4
1143,1
1144,2
1145,3
1146,4
1147,2
1148,2
1149,7
1150,1
1151,2
1152,3
1153,1
1154,0
1155,7
1156,2
1157,1
1158,3
1159,2
1160,4
1161,4
1162,4
1163,5
1164,4
1165,4
1166,4
1167,5
1168,3
1169,4
1170,2
1171,2
1172,4
1173,3
1174,5
1175,1
1176,1
1177,4
1178,6
1179,1
1180,0
1181,2
1182,2
1183,0
1184,4
1185,4
1186,2
1187,1
1188,1
1189,0
1190,0
1191,5
1192,3
1193,2
1194,4
1195,5
1196,3
1197,4
1198,2
1199,1
1200,4
1201,5
1202,4
1203,2
1204,3
1205,3
1206,2
1207,3
1208,4
1209,4
1210,1
1211,2
1212,5
1213,3
1214,4
1215,4
1216,3
1217,2
1218,5
1219,4
1220,0
1221,4
1222,2
1223,2
1224,1
1225,3
1226,0
1227,1
1228,3
1229,1
1230,2
1231,4
1232,0
1233,1
1234,1
1235,1
1236,5
1237,3
1238,1
1239,1
1240,3
1241,2
1242,0
1243,6
1244,3
1245,2
1246,4
1247,6
1248,0
1249,4
1250,1
1251,2
1252,0
1253,6
1254,1
1255,2
1256,3
1257,1
1258,0
1259,7
1260,1
1261,0
1262,2
1263,2
1264,5
1265,3
1266,4
1267,0
1268,1
1269,2
1270,5
1271,4
1272,2
1273,6
1274,4
1275,1
1276,1
1277,1
1278,2
1279,2
1280,1
1281,0
1282,4
1283,1
1284,1
1285,3
1286,0
1287,4
1288,3
1289,2
1290,2
1291,3
1292,2
1293,0
1294,1
1295,0
1296,6
1297,5
1298,1
1299,5
1300,4
1301,0
1302,1
1303,2
1304,1
1305,3
1306,2
1307,4
1308,1
1309,4
1310,1
1311,7
1312,3
1313,3
1314,0
1315,1
1316,2
1317,2
1318,0
1319,3
1320,3
1321,3
1322,3
1323,2
1324,3
1325,2
1326,1
1327,2
1328,2
1329,4
1330,2
1331,2
1332,3
1333,2
1334,3
1335,4
1336,0
1337,5
1338,2
1339,1
1340,6
1341,1
1342,1
1343,1
1344,3
1345,4
1346,3
1347,4
1348,2
1349,4
1350,7
1351,4
1352,3
1353,4
1354,5
1355,0
1356,1
1357,2
1358,5
1359,1
1360,0
1361,2
1362,4
1363,5
1364,5
1365,3
1366,3
1367,4
1368,5
1369,1
1370,2
1371,4
1372,3
1373,1
1374,3
1375,1
1376,1
1377,4
1378,5
1379,0
1380,2
1381,3
1382,2
1383,9
1384,4
1385,4
1386,1
1387,2
1388,3
1389,3
1390,3
1391,5
1392,3
1393,7
1394,3
1395,1
1396,3
1397,3
1398,0
1399,4
1400,3
1401,1
1402,4
1403,3
1404,4
1405,1
1406,5
1407,1
1408,0
1409,5
1410,5
1411,8
1412,1
1413,3
1414,3
1415,2
1416,2
1417,0
1418,3
1419,1
1420,3
1421,3
1422,1
1423,1
1424,1
1425,2
1426,2
1427,5
1428,6
1429,7
1430,3
1431,5
1432,3
1433,0
1434,1
1435,0
1436,1
1437,2
1438,3
1439,6
1440,5
1441,0
1442,3
1443,3
1444,3
1445,2
1446,4
1447,3
1448,2
1449,0
1450,4
1451,2
1452,0
1453,2
1454,3
1455,0
1456,3
1457,1
1458,0
1459,0
1460,3
1461,2
1462,4
1463,2
1464,1
1465,2
1466,1
1467,1
1468,1
1469,3
1470,1
1471,3
1472,2
1473,5
1474,0
1475,5
1476,2
1477,4
1478,7
1479,2
1480,5
1481,4
1482,1
1483,5
1484,2
1485,0
1486,1
1487,3
1488,4
1489,4
1490,0
1491,4
1492,2
1493,4
1494,6
1495,2
1496,3
1497,1
1498,1
1499,0
1500,0
1501,7
1502,2
1503,4
1504,0
1505,2
1506,11
1507,1
1508,4
1509,0
1510,0
1511,6
1512,3
1513,1
1514,2
1515,2
1516,0
1517,2
1518,5
1519,1
1520,4
1521,6
1522,5
1523,0
1524,2
1525,2
1526,4
1527,3
1528,4
1529,4
1530,4
1531,4
1532,2
1533,2
1534,0
1535,2
1536,7
1537,3
1538,3
1539,4
1540,1
1541,4
1542,5
1543,2
1544,5
1545,0
1546,1
1547,5
1548,1
1549,2
1550,3
1551,3
1552,2
1553,1
1554,3
1555,4
1556,1
1557,3
1558,3
1559,3
1560,0
1561,2
1562,1
1563,0
1564,6
1565,1
1566,2
1567,2
1568,1
1569,0
1570,2
1571,0
1572,3
1573,2
1574,0
1575,2
1576,4
1577,2
1578,1
1579,1
1580,5
1581,6
1582,3
1583,0
1584,1
1585,3
1586,2
1587,2
1588,4
1589,0
1590,1
1591,5
1592,3
1593,3
1594,3
1595,3
1596,2
1597,1
1598,4
1599,4
1600,5
1601,3
1602,2
1603,5
1604,3
1605,1
1606,2
1607,4
1608,3
1609,0
1610,4
1611,1
1612,2
1613,0
1614,0
1615,1
1616,3
1617,2
1618,0
1619,5
1620,5
1621,2
1622,3
1623,4
1624,2
1625,2
1626,4
1627,4
1628,1
1629,4
1630,2
1631,1
1632,0
1633,4
1634,3
1635,2
1636,2
1637,2
1638,0
1639,3
1640,5
1641,4
1642,5
1643,2
1644,0
1645,2
1646,0
1647,2
1648,0
1649,1
1650,0
1651,1
1652,6
1653,2
1654,4
1655,3
1656,2
1657,0
1658,2
1659,1
1660,4
1661,4
1662,2
1663,3
1664,4
1665,1
1666,0
1667,2
1668,3
1669,7
1670,3
1671,3
1672,1
1673,3
1674,0
1675,0
1676,1
1677,1
1678,4
1679,3
1680,4
1681,0
1682,3
1683,4
1684,5
1685,3
1686,3
1687,2
1688,5
1689,5
1690,1
1691,2
1692,3
1693,2
1694,4
1695,7
1696,3
1697,2
1698,5
1699,0
1700,0
1701,2
1702,0
1703,0
1704,0
1705,1
1706,4
1707,1
1708,1
1709,1
1710,4
1711,4
1712,3
1713,2
1714,3
1715,4
1716,1
1717,0
1718,1
1719,2
1720,3
1721,3
1722,0
1723,2
1724,3
1725,2
1726,0
1727,3
1728,3
1729,3
1730,3
1731,3
1732,3
1733,3
1734,5
1735,2
1736,1
1737,2
1738,5
1739,5
1740,3
1741,2
1742,0
1743,3
1744,5
1745,2
1746,1
1747,2
1748,2
1749,4
1750,0
1751,1
1752,0
1753,4
1754,7
1755,0
1756,2
1757,4
1758,2
1759,2
1760,2
1761,2
1762,2
1763,0
1764,1
1765,2
1766,0
1767,5
1768,4
1769,2
1770,1
1771,2
1772,1
1773,4
1774,0
1775,1
1776,2
1777,3
1778,0
1779,6
1780,4
1781,2
1782,0
1783,1
1784,1
1785,3
1786,5
1787,7
1788,0
1789,2
1790,2
1791,1
1792,1
1793,1
1794,1
1795,6
1796,9
1797,5
1798,1
1799,6
1800,2
1801,2
1802,2
1803,3
1804,0
1805,1
1806,4
1807,2
1808,5
1809,2
1810,3
1811,5
1812,3
1813,1
1814,2
1815,2
1816,5
1817,3
1818,1
1819,0
1820,0
1821,3
1822,2
1823,3
1824,2
1825,1
1826,5
1827,1
1828,4
1829,3
1830,4
1831,0
1832,0
1833,1
1834,2
1835,4
1836,3
1837,3
1838,2
1839,2
1840,1
1841,6
1842,2
1843,1
1844,1
1845,5
1846,0
1847,3
1848,4
1849,8
1850,5
1851,6
1852,1
1853,0
1854,4
1855,7
1856,1
1857,2
1858,0
1859,1
1860,2
1861,5
1862,0
1863,3
1864,3
1865,7
1866,3
1867,2
1868,3
1869,0
1870,0
1871,0
1872,4
1873,1
1874,3
1875,0
1876,1
1877,6
1878,6
1879,3
1880,3
1881,4
1882,1
1883,2
1884,1
1885,3
1886,5
1887,4
1888,1
1889,0
1890,0
1891,3
1892,2
1893,2
1894,0
1895,4
1896,4
1897,6
1898,0
1899,3
1900,3
1901,3
1902,1
1903,3
1904,2
1905,1
1906,1
1907,0
1908,3
1909,5
1910,2
1911,5
1912,0
1913,0
1914,6
1915,2
1916,0
1917,4
1918,5
1919,4
1920,3
1921,3
1922,0
1923,0
1924,4
1925,1
1926,7
1927,2
1928,3
1929,3
1930,2
1931,5
1932,1
1933,3
1934,1
1935,2
1936,4
1937,4
1938,0
1939,4
1940,2
1941,3
1942,1
1943,1
1944,2
1945,6
1946,2
1947,5
1948,4
1949,3
1950,3
1951,2
1952,3
1953,4
1954,5
1955,1
1956,7
1957,4
1958,5
1959,1
1960,1
1961,1
1962,1
1963,1
1964,2
1965,3
1966,1
1967,5
1968,2
1969,1
1970,0
1971,0
1972,2
1973,6
1974,4
1975,6
1976,1
1977,5
1978,3
1979,5
1980,4
1981,2
1982,3
1983,2
1984,2
1985,3
1986,2
1987,3
1988,0
1989,4
1990,1
1991,2
1992,1
1993,5
1994,3
1995,3
1996,2
1997,3
1998,4
1999,1
2000,5
2001,5
2002,4
2003,0
2004,0
2005,1
2006,2
2007,3
2008,2
2009,2
2010,2
2011,4
2012,0
2013,2
2014,2
2015,3
2016,1
2017,3
2018,2
2019,4
2020,0
2021,1
2022,5
2023,2
2024,4
2025,1
2026,4
2027,3
2028,1
2029,0
2030,3
2031,2
2032,3
2033,4
2034,2
2035,3
2036,1
2037,1
2038,2
2039,3
2040,4
2041,3
2042,2
2043,3
2044,0
2045,0
2046,5
2047,2
2048,5
2049,3
2050,0
2051,4
2052,5
2053,4
2054,1
2055,3
2056,1
2057,2
2058,2
2059,1
2060,0
2061,0
2062,6
2063,1
2064,2
2065,4
2066,1
2067,3
2068,0
2069,3
2070,1
2071,2
2072,2
2073,7
2074,2
2075,3
2076,5
2077,1
2078,2
2079,1
2080,3
2081,1
2082,6
2083,5
2084,4
2085,3
2086,2
2087,4
2088,2
2089,2
2090,1
2091,2
2092,4
2093,7
2094,1
2095,6
2096,3
2097,4
2098,2
2099,2
2100,3
2101,3
2102,4
2103,2
2104,4
2105,4
2106,1
2107,1
2108,1
2109,6
2110,2
2111,0
2112,2
2113,6
2114,1
2115,5
2116,2
2117,3
2118,2
2119,6
2120,3
2121,2
2122,3
2123,0
2124,2
2125,5
2126,3
2127,1
2128,0
2129,4
2130,3
2131,2
2132,5
2133,0
2134,5
2135,1
2136,2
2137,0
2138,0
2139,0
2140,2
2141,0
2142,3
2143,5
2144,4
2145,6
2146,3
2147,1
2148,4
2149,3
2150,6
2151,0
2152,2
2153,0
2154,2
2155,0
2156,4
2157,3
2158,0
2159,0
2160,2
2161,6
2162,2
2163,5
2164,0
2165,0
2166,5
2167,3
2168,4
2169,4
2170,1
2171,5
2172,4
2173,2
2174,3
2175,2
2176,2
2177,3
2178,5
2179,2
2180,2
2181,3
2182,3
2183,3
2184,5
2185,0
2186,2
2187,1
2188,1
2189,1
2190,6
2191,2
2192,3
2193,0
2194,2
2195,1
2196,3
2197,2
2198,4
2199,0
2200,1
2201,4
2202,2
2203,1
2204,2
2205,1
2206,6
2207,5
2208,4
2209,2
2210,6
2211,4
2212,3
2213,0
2214,2
2215,2
2216,2
2217,1
2218,5
2219,1
2220,2
2221,4
2222,7
2223,2
2224,1
2225,5
2226,3
2227,2
2228,5
2229,4
2230,2
2231,1
2232,1
2233,2
2234,0
2235,1
2236,3
2237,7
2238,1
2239,1
2240,3
2241,3
2242,0
2243,2
2244,3
2245,3
2246,3
2247,0
2248,3
2249,1
2250,1
2251,2
2252,2
2253,4
2254,2
2255,3
2256,2
2257,6
2258,2
2259,5
2260,2
2261,5
2262,7
2263,5
2264,3
2265,4
2266,3
2267,4
2268,3
2269,2
2270,1
2271,3
2272,3
2273,3
2274,4
2275,5
2276,5
2277,3
2278,2
2279,4
2280,6
2281,1
2282,1
2283,3
2284,1
2285,4
2286,2
2287,7
2288,3
2289,2
2290,1
2291,1
2292,4
2293,4
2294,2
2295,4
2296,1
2297,3
2298,2
2299,2
2300,2
2301,5
2302,4
2303,4
2304,7
2305,4
2306,0
2307,3
2308,0
2309,2
2310,3
2311,5
2312,3
2313,2
2314,2
2315,4
2316,0
2317,1
2318,0
2319,1
2320,2
2321,1
2322,0
2323,2
2324,3
2325,4
2326,4
2327,0
2328,3
2329,0
2330,5
2331,0
2332,0
2333,0
2334,4
2335,3
2336,0
2337,3
2338,4
2339,2
2340,3
2341,4
2342,3
2343,8
2344,11
2345,5
2346,6
2347,4
2348,2
2349,2
2350,0
2351,2
2352,0
2353,1
2354,5
2355,2
2356,5
2357,3
2358,2
2359,2
2360,6
2361,3
2362,1
2363,1
2364,3
2365,2
2366,3
2367,1
2368,3
2369,4
2370,1
2371,2
2372,5
2373,4
2374,4
2375,5
2376,1
2377,4
2378,5
2379,1
2380,1
2381,4
2382,0
2383,0
2384,1
2385,2
2386,5
2387,1
2388,0
2389,5
2390,1
2391,1
2392,5
2393,2
2394,6
2395,1
2396,3
2397,1
2398,5
2399,5
2400,4
2401,4
2402,7
2403,0
2404,0
2405,0
2406,4
2407,2
2408,1
2409,0
2410,5
2411,1
2412,1
2413,1
2414,4
2415,4
2416,2
2417,2
2418,1
2419,4
2420,2
2421,3
2422,3
2423,2
2424,4
2425,2
2426,3
2427,1
2428,1
2429,0
2430,1
2431,1
2432,0
2433,3
2434,2
2435,3
2436,2
2437,2
2438,1
2439,2
2440,0
2441,6
2442,2
2443,0
2444,3
2445,1
2446,1
2447,1
2448,3
2449,5
2450,1
2451,7
2452,2
2453,0
2454,0
2455,0
2456,2
2457,4
2458,1
2459,2
2460,3
2461,4
2462,5
2463,1
2464,4
2465,1
2466,2
2467,1
2468,1
2469,5
2470,3
2471,6
2472,3
2473,3
2474,0
2475,3
2476,0
2477,3
2478,0
2479,3
2480,3
2481,0
2482,0
2483,3
2484,0
2485,3
2486,4
2487,3
2488,2
2489,2
2490,4
2491,0
2492,4
2493,3
2494,3
2495,1
2496,6
2497,1
2498,0
2499,4
2500,4
2501,4
2502,3
2503,12
2504,2
2505,5
2506,3
2507,3
2508,0
2509,1
2510,2
2511,1
2512,3
2513,0
2514,2
2515,0
2516,2
2517,4
2518,0
2519,1
2520,3
2521,2
2522,3
2523,4
2524,1
2525,3
2526,2
2527,2
2528,4
2529,2
2530,1
2531,2
2532,3
2533,1
2534,4
2535,3
2536,3
2537,4
2538,4
2539,3
2540,6
2541,0
2542,3
2543,3
2544,5
2545,0
2546,0
2547,2
2548,0
2549,3
2550,2
2551,4
2552,0
2553,6
2554,0
2555,3
2556,0
2557,1
2558,1
2559,2
2560,2
2561,4
2562,2
2563,3
2564,5
2565,1
2566,5
2567,4
2568,0
2569,1
2570,8
2571,2
2572,3
2573,1
2574,3
2575,4
2576,0
2577,1
2578,1
2579,2
2580,0
2581,4
2582,4
2583,4
2584,2
2585,3
2586,1
2587,6
2588,0
2589,2
2590,3
2591,2
2592,2
2593,7
2594,5
2595,2
2596,3
2597,4
2598,6
2599,3
2600,2
2601,3
2602,1
2603,0
2604,5
2605,0
2606,4
2607,2
2608,5
2609,2
2610,2
2611,2
2612,3
2613,1
2614,1
2615,3
2616,0
2617,1
2618,1
2619,7
2620,2
2621,0
2622,0
2623,5
2624,2
2625,1
2626,1
2627,3
2628,1
2629,3
2630,3
2631,3
2632,3
2633,4
2634,2
2635,0
2636,1
2637,2
2638,3
2639,3
2640,1
2641,3
2642,1
2643,1
2644,1
2645,1
2646,4
2647,1
2648,1
2649,0
2650,3
2651,1
2652,3
2653,0
2654,2
2655,2
2656,1
2657,2
2658,0
2659,2
2660,2
2661,0
2662,1
2663,0
2664,3
2665,0
2666,1
2667,1
2668,3
2669,4
2670,3
2671,0
2672,0
2673,2
2674,4
2675,2
2676,6
2677,4
2678,2
2679,2
2680,7
2681,1
2682,6
2683,3
2684,1
2685,2
2686,1
2687,1
2688,4
2689,1
2690,3
2691,1
2692,2
2693,8
2694,0
2695,2
2696,2
2697,3
2698,2
2699,2
2700,0
2701,3
2702,3
2703,3
2704,3
2705,0
2706,6
2707,3
2708,0
2709,3
2710,5
2711,2
2712,3
2713,0
2714,2
2715,0
2716,6
2717,5
2718,1
2719,0
2720,3
2721,3
2722,5
2723,2
2724,5
2725,3
2726,0
2727,3
2728,2
2729,3
2730,2
2731,0
2732,2
2733,5
2734,1
2735,3
2736,3
2737,3
2738,4
2739,3
2740,1
2741,5
2742,5
2743,1
2744,2
2745,1
2746,5
2747,0
2748,1
2749,1
2750,4
2751,5
2752,2
2753,1
2754,3
2755,5
2756,6
2757,1
2758,1
2759,4
2760,1
2761,3
2762,4
2763,4
2764,0
2765,5
2766,3
2767,2
2768,1
2769,5
2770,3
2771,1
2772,3
2773,0
2774,0
2775,4
2776,3
2777,2
2778,0
2779,3
2780,2
2781,1
2782,0
2783,0
2784,2
2785,3
2786,3
2787,6
2788,1
2789,7
2790,1
2791,1
2792,6
2793,3
2794,4
2795,1
2796,1
2797,3
2798,0
2799,3
2800,1
2801,6
2802,1
2803,1
2804,5
2805,2
2806,3
2807,2
2808,3
2809,1
2810,0
2811,2
2812,2
2813,3
2814,6
2815,2
2816,6
2817,1
2818,4
2819,1
2820,3
2821,6
2822,1
2823,1
2824,3
2825,0
2826,3
2827,3
2828,0
2829,0
2830,1
2831,1
2832,6
2833,4
2834,2
2835,6
2836,7
2837,1
2838,4
2839,3
2840,0
2841,0
2842,1
2843,2
2844,0
2845,2
2846,4
2847,3
2848,1
2849,1
2850,0
2851,2
2852,5
2853,2
2854,7
2855,2
2856,8
2857,5
2858,0
2859,3
2860,5
2861,1
2862,4
2863,2
2864,1
2865,0
2866,2
2867,0
2868,2
2869,5
2870,3
2871,2
2872,6
2873,4
2874,1
2875,1
2876,2
2877,2
2878,2
2879,2
2880,2
2881,6
2882,1
2883,2
2884,3
2885,4
2886,3
2887,4
2888,6
2889,4
2890,4
2891,2
2892,0
2893,2
2894,0
2895,0
2896,2
2897,5
2898,2
2899,1
2900,4
2901,2
2902,0
2903,3
2904,2
2905,2
2906,6
2907,1
2908,2
2909,5
2910,6
2911,0
2912,3
2913,6
2914,0
2915,7
2916,1
2917,1
2918,4
2919,2
2920,4
2921,4
2922,3
2923,4
2924,2
2925,0
2926,2
2927,1
2928,2
2929,0
2930,3
2931,4
2932,3
2933,1
2934,4
2935,0
2936,2
2937,2
2938,2
2939,5
2940,2
2941,0
2942,2
2943,7
2944,6
2945,3
2946,3
2947,2
2948,2
2949,1
2950,5
2951,8
2952,0
2953,2
2954,2
2955,3
2956,0
2957,1
2958,5
2959,3
2960,0
2961,5
2962,4
2963,3
2964,5
2965,1
2966,4
2967,3
2968,3
2969,0
2970,2
2971,2
2972,1
2973,2
2974,5
2975,5
2976,3
2977,0
2978,5
2979,7
2980,4
2981,3
2982,3
2983,1
2984,2
2985,3
2986,2
2987,3
2988,3
2989,3
2990,2
2991,2
2992,2
2993,2
2994,1
2995,2
2996,1
2997,2
